,calories,carbs,description,fat,ingredients,protein,rating,reviews,title
163,448kcal,23.5g,"&#34;The chipotle peppers give this slow cooker chili a subtle, smoky flavor. Add more minced chipotle peppers to taste. Serve with sour cream, sharp Cheddar cheese, and chopped fresh cilantro.&#34;",24.9g,"['1 pound bulk hot Italian sausage', '2 pounds ground beef', '5 tablespoons chili powder', '1 tablespoon ground cumin', '1 teaspoon ground coriander', '2 cloves garlic, minced', '1 large onion, diced', '1 (28 ounce) can diced tomatoes', '1 (15 ounce) can tomato sauce', '1 (14 ounce) can kidney beans (optional)', '2 teaspoons minced chipotle peppers in adobo sauce', '1 teaspoon salt', 'ground black pepper', '1 (6 ounce) can tomato paste']",32.9g,4.49,48,Emily's Chipotle Chili Recipe - Allrecipes.com
164,210kcal,43.5g,"&#34;Meat won't be missed in this thick, hearty chili.  It is great for a weeknight, only 20 minutes from start to finish!  This quick chili recipe is a great option for tailgating with vegetarian friends.&#34;",1.2g,"['2 (14.5 ounce) cans RED GOLD&#174; Diced Tomatoes Chili Ready with Onions', '1 (8 ounce) can RED GOLD&#174; Tomato Sauce', '1 (15 ounce) can garbanzo beans, rinsed and drained', '1 (15 ounce) can black beans, rinsed and drained', '1 (10 ounce) package frozen whole kernel corn', '2 teaspoons chili powder']",9.2g,0.00,0,Quick Veggie Chili Recipe - Allrecipes.com
165,305kcal,25.5g,"&#34;Can be made on the stove or in the slow cooker. It's quick, easy and so good.&#34;",13.7g,"['2 pounds lean ground beef', '1 (46 fluid ounce) can tomato juice', '1 (29 ounce) can tomato sauce', '1 (15 ounce) can kidney beans, drained and rinsed', '1 (15 ounce) can pinto beans, drained and rinsed', '1 1/2 cups chopped onion', '1/4 cup chopped green bell pepper', '1/8 teaspoon ground cayenne pepper', '1/2 teaspoon white sugar', '1/2 teaspoon dried oregano', '1/2 teaspoon ground black pepper', '1 teaspoon salt', '1 1/2 teaspoons ground cumin', '1/4 cup chili powder']",22.3g,4.64,2052,It's Chili by George!! Recipe - Allrecipes.com
166,273kcal,23.6g,"&#34;Chili made with ground beef, beef stew and chili beans. Adjust the seasonings to suit your taste.&#34;",12.8g,"['2 pounds ground beef', '1 large onion, chopped', '2 (16 ounce) cans chili beans, drained', '1 (64 fluid ounce) bottle tomato juice', '1 (40 ounce) can prepared beef stew', '1 tablespoon chili powder, or to taste', 'salt and pepper to taste']",19.4g,4.25,10,Beefy Beef Chili Recipe - Allrecipes.com
167,306kcal,24.4g,"&#34;This is a long-standing favorite recipe evolved to suit the slow cooker and minimal messing around. Chop vegetables, brown meat, throw it all in, and walk away.&#34;",14.4g,"['3 pounds ground beef', '2 (14.5 ounce) cans diced tomatoes, or more to taste', '2 (6 ounce) cans tomato paste', '1/4 cup chili powder', '2 tablespoons dried oregano', '2 tablespoons ground cumin', '1 tablespoon chipotle pepper powder', '1 tablespoon cayenne pepper', '3 (14.5 ounce) cans kidney beans, rinsed and drained', '4 cups chopped onions', '4 cups chopped bell peppers', '3 jalapeno peppers, chopped', '2 cloves garlic, minced, or more to taste']",20.7g,4.29,5,Christina's Slow Cooker Chili Recipe - Allrecipes.com
168,414kcal,49.5g,"&#34;Easy recipe with little preparation time. This can also be made with ground turkey, and it tastes even better the next day!&#34;",11g,"['1 pound lean ground beef', 'salt and pepper to taste', '3 (15 ounce) cans dark red kidney beans', '3 (14.5 ounce) cans Mexican-style stewed tomatoes', '2 stalks celery, chopped', '1 red bell pepper, chopped', '1/4 cup red wine vinegar', '2 tablespoons chili powder', '1 teaspoon ground cumin', '1 teaspoon dried parsley', '1 teaspoon dried basil', '1 dash Worcestershire sauce', '1/2 cup red wine']",28.4g,4.47,304,The Ultimate Chili Recipe - Allrecipes.com
169,492kcal,52.7g,"&#34;Chili is always a little bit of experimentation, a whole lot of flavor, and one of my absolute favorite dishes. There is always a little give and take but here is my honed recipe with the (staple) list of ingredients. Serve in a bowl on a cold night or even spread over white or brown rice sometimes. Always sprinkle generously with Cheddar cheese and crumbled tortilla chips and maybe a dollop of sour cream and enjoy!&#34;",16.7g,"['2 tablespoons olive oil, divided', '2 pounds lean ground beef', '1 onion, chopped', '2 tablespoons chopped garlic', 'salt and ground black pepper to taste', '2 (15 ounce) cans pinto beans', '2 (15 ounce) cans ranch-style beans', '2 (15 ounce) cans white kidney beans (cannellini)', '1 (15 ounce) can tomato sauce', '1 (14.5 ounce) can Mexican-style stewed tomatoes', '1 (7.75 ounce) can Mexican-style hot tomato sauce (such as El Pato&#174;)', '1 green bell pepper, chopped', '2 stalks celery, chopped', '3 tablespoons chili powder', '2 tablespoons Worcestershire sauce', '2 tablespoons balsamic vinegar', '1 tablespoon garlic powder', '1 tablespoon ground cumin', '1 tablespoon dried parsley', '1 tablespoon dried basil', '1 tablespoon brown sugar', '1/2 cup red wine (optional)']",31.4g,4.60,8,The Ultimate Slow Cooked Chili Recipe - Allrecipes.com
170,140kcal,10.7g,"&#34;This chili was made for school chili suppers back in the 1950's. I remember in the third and fourth grades, the teachers would have each student draw on poster board a bowl of chili and crackers. The posters were then used to advertise the coming event. This recipe comes from our neighbor who worked in the school cafeteria.&#34;",6.1g,"['1 pound ground beef (80% lean)', '1 small onion, diced', '2 tablespoons chili powder', '1 (15.5 ounce) can hot chili beans', '1 (14.5 ounce) can petite diced tomatoes', '1 pinch salt and ground black pepper, or to taste']",11.6g,0.00,0,Ed's Chili Supper Chili Recipe - Allrecipes.com
171,183kcal,21.2g,"&#34;This is my family recipe. It's great for kids, potlucks, and it's really flexible. Hope you all enjoy! I would add 1/2 to 1 cup of water to the chili after all the other ingredients to make it a little more like soup. If your kids absolutely do not like spicy things, you could add sour cream and cheese to it. Serve with corn chips or corn bread.&#34;",5.5g,"['1 pound ground beef', '1 green bell pepper, chopped', '1 small onion, chopped', '1 tablespoon seasoned salt', '1 1/2 teaspoons ground annatto seed', '1 1/2 teaspoons ground cumin', '1 1/2 teaspoons paprika', '1 1/2 teaspoons red pepper flakes', '2 (14.5 ounce) cans diced tomatoes', '1 (15 ounce) can pinto beans, drained and rinsed', '1 (15 ounce) can black beans, drained and rinsed', '1 (15 ounce) can red beans, drained and rinsed', '1 (1.25 ounce) package chili seasoning (such as McCormick&#174; Mild Chili Seasoning Mix)', '1 1/2 teaspoons ground cumin', '1 1/2 teaspoons paprika', '1 1/2 teaspoons ground annatto seed', '1 teaspoon red pepper flakes', '1 clove garlic, minced, or more to taste']",12.9g,4.00,1,Cynthia's Famous Chili Recipe - Allrecipes.com
172,149kcal,30.1g,"&#34;This is a very zesty and hearty chili recipe loaded with vegetables. Garnish with sour cream and cheese, if desired, and serve with herb toast.&#34;",2.4g,"['1 (28 ounce) can whole peeled tomatoes with juice', '1 (15 ounce) can garbanzo beans, drained', '2 zucchini, thinly sliced', '1 onion, chopped', '2 carrots, sliced', '2 stalks celery, sliced', '1 red bell pepper, chopped', '1 green bell pepper, chopped', '1/3 cup chili powder', '1 (4 ounce) can chopped green chile peppers', '2 cloves garlic, minced', '1 tablespoon dried oregano', '2 teaspoons ground cumin', '1 teaspoon salt']",6.3g,4.19,123,Slow Cooker Vegetable Chili Recipe - Allrecipes.com
173,240kcal,26.8g,"&#34;This is such a great and filling recipe, you hardly notice it's good for you!&#34;",7.2g,"['2 cups dry lentils', '2 quarts vegetable broth', '2 tablespoons extra-virgin olive oil', '4 cloves garlic, minced', '1 large onion, chopped', '2 stalks celery, chopped', '1 pound turkey sausage', '2 tomatoes, peeled, seeded, and chopped', '1 teaspoon ground turmeric', '1 teaspoon ground cumin', '1/2 teaspoon dried thyme leaves', '1 pinch crushed red pepper flakes', 'sea salt to taste', '1 (8 ounce) container plain lowfat yogurt', '1/4 cup chopped fresh parsley for garnish']",17.5g,4.62,65,Turkey-Lentil Chili Recipe - Allrecipes.com
174,705kcal,79g,&#34;Chili served over ziti pasta.&#34;,23.7g,"['1 1/2 pounds lean ground beef', '1 onion, finely chopped', '1 clove garlic, minced', '1 (8 ounce) can tomato sauce', '2 tablespoons chili powder', '1/2 teaspoon dried oregano, crushed', '1/2 teaspoon ground cinnamon', '1 (15 ounce) can kidney beans, drained', '1/2 cup water', 'salt and pepper to taste', '16 ounces dry ziti pasta', '1 cup shredded Cheddar cheese']",41.9g,3.94,10,Chili with Ziti Recipe - Allrecipes.com
175,427kcal,7g,"&#34;An unusual chili, with cinnamon, cloves, and even chocolate!&#34;",35g,"['1 tablespoon vegetable oil', '1/2 cup chopped onion', '2 pounds ground beef', '1/4 cup chili powder', '1 teaspoon ground cinnamon', '1 teaspoon ground cumin', '1/4 teaspoon ground allspice', '1/4 teaspoon ground cloves', '1 bay leaf', '1/2 (1 ounce) square unsweetened chocolate', '2 (10.5 ounce) cans beef broth', '1 (15 ounce) can tomato sauce', '2 tablespoons cider vinegar', '1/4 teaspoon ground cayenne pepper', '1/4 cup shredded Cheddar cheese']",22.2g,4.41,325,Cincinnati Chili I Recipe - Allrecipes.com
176,495kcal,29.1g,"&#34;This chili recipe is many years in the making and I have won several awards with it. I think you'll be pleased with it. You can alter it to your own spice levels to achieve your perfect chili. Garnish with shredded mozzarella cheese, and use corn chips for dipping.&#34;",27.2g,"['4 tablespoons vegetable oil', '1 green bell pepper, chopped', '1 yellow onion, chopped', '2 1/2 pounds lean ground beef', '2 beef bouillon cubes', '2/3 cup red wine', '2 (16 ounce) cans whole peeled tomatoes, chopped, juice reserved', 'garlic cloves, crushed', '1 (12 ounce) can tomato paste', '1 1/2 teaspoons paprika', '2 1/2 teaspoons chili powder', '1 teaspoon cayenne pepper', '2 1/2 teaspoons dried basil', '1/2 teaspoon dried oregano', '2 tablespoons dried parsley', '1/2 teaspoon black pepper', '1 teaspoon salt', '12 drops hot pepper sauce (e.g. Tabasco&#8482;)', '1 (15 ounce) can kidney beans, drained', '3 tablespoons flour', '3 tablespoons corn meal', '1/2 cup water']",31.6g,4.33,72,Award Winning Chili Con Carne Recipe - Allrecipes.com
177,366kcal,44.1g,&#34;I never knew what I was missing until my mother-in-law made this! Everyone begged her for the recipe. A nice and easy way to feed a crowd. Thanks to my mother-in-law this has become a favorite dish!  Can be frozen very well and doubled for a larger crowd.  Top with your favorite shredded cheese.&#34;,9.2g,"['1 tablespoon vegetable oil', '1 onion, diced', '2 cloves garlic, minced', '1 pound ground turkey', '3 (15 ounce) cans black beans, undrained', '1 (14.5 ounce) can crushed tomatoes', '1 1/2 tablespoons chili powder', '1 tablespoon dried oregano', '1 tablespoon dried basil leaves', '1 tablespoon red wine vinegar']",29.6g,4.49,719,Fantastic Black Bean Chili Recipe - Allrecipes.com
178,396kcal,38.4g,"&#34;This recipe can be made in a slow cooker, or on the stove top. White corn chips and shredded Jack cheese complete the meal. This is a nice low fat meal.&#34;",10.3g,"['1 1/2 pounds skinless, boneless chicken breast halves - cubed', '1 bunch green onions, thinly sliced', '1 red bell pepper, chopped', '1 yellow bell pepper, chopped', '4 fresh jalapeno peppers, seeded and minced', '1 clove garlic, minced', '1/2 teaspoon ground ginger', '1/2 teaspoon salt', '1/2 teaspoon dried sage', '1/2 teaspoon ground cumin', '1/2 teaspoon ground white pepper', '1 tablespoon olive oil', '3 tablespoons butter', '1/4 cup all-purpose flour', '2 cups chicken broth', '2 (14 ounce) cans great Northern beans, undrained']",37.9g,4.60,132,White Chili II Recipe - Allrecipes.com
179,241kcal,39g,"&#34;This is a chili I have been making for years. I have made it with all kinds of ground meats (beef, turkey, deer, elk) but I prefer ground moose. The longer you let it simmer the better as the flavors will blend. Top with shredded cheddar cheese. Serve with fresh baked cornbread and sweet honey butter. Men LOVE this meal!&#34;",3g,"['1 pound ground moose', '1 (28 ounce) can diced tomatoes with green chile peppers', '2 (15 ounce) cans chili beans, undrained', '2 (14 ounce) cans kidney beans, rinsed and drained', '2 (14.5 ounce) cans pinto beans, rinsed and drained', '2 (2.25 ounce) cans sliced black olives', '1 white onion, chopped', '1 green bell pepper, chopped', '1 (1.25 ounce) package chili seasoning mix']",18.8g,4.25,8,Maverick Moose Chili Recipe - Allrecipes.com
180,487kcal,49.3g,&#34;This is an easy recipe similar to chili-mac but made with spaghetti. My son loved it and thought it was a neat concept. He even wanted it for breakfast the next day!&#34;,18.7g,"['1 (8 ounce) package spaghetti', '1 pound ground beef', '1 small onion, chopped', '2 cloves garlic, minced', '1 (15.5 ounce) can kidney beans, rinsed and drained', '1 (14.5 ounce) can diced tomatoes', '1 (8 ounce) can tomato sauce', '1 (4 ounce) can mushroom stems and pieces, drained (optional)', '1/3 cup water', '1 (1.25 ounce) package chili seasoning mix', '2 tablespoons grated Parmesan cheese', '1 cup shredded sharp Cheddar cheese']",30.6g,4.75,3,Chili-ghetti Recipe - Allrecipes.com
181,448kcal,27.9g,"&#34;I served mine with some beautifully ripe slices of avocado that gives the final bowl another layer of silky richness. By the way, don't let the cocoa powder in our chili spice mixture throw you off! It's only a small amount and it really works. My chili was garnished with sour cream, diced jalapeno, cilantro and avocado.&#34;",18.9g,"['Secret Chili Spice Mix:', '1/4 cup ancho chile powder', '1 tablespoon paprika', '1 tablespoon ground cumin', '2 1/2 teaspoons salt', '1 1/2 teaspoons ground dried chipotle pepper', '1 teaspoon dried oregano', '1 teaspoon unsweetened cocoa powder', '1 teaspoon ground black pepper', '1/4 teaspoon ground cayenne pepper', '1/8 teaspoon ground cinnamon', '1 tablespoon olive oil', '1 onion, chopped', '2 1/2 pounds ground turkey', '3 cloves garlic, minced', '1 cup tomato puree', '2 cups water', '2 (12 ounce) cans pinquito or pinto beans, drained and rinsed']",45.1g,4.60,49,Chef John's Turkey Chili  Recipe - Allrecipes.com
182,282kcal,22.4g,"&#34;If you love heat, this chili is for you. I've taken a combination of a few of my favorite chili recipes and added my own personal touches to create a very flavorful, spicy chili. You can also sub dried basil and oregano for fresh, and bacon bits for crumbles; fresh is always a better flavor though. The longer it simmers, the better it tastes. Serve in bowls with Cheddar cheese and sour cream topping. Goes well with cornbread.&#34;",12.1g,"['2 pounds ground beef', '2 1/2 cups tomato sauce', '1 (15 ounce) can light red kidney beans, drained and rinsed', '1 (15 ounce) can dark red kidney beans, rinsed and drained', '1 (8 ounce) jar medium salsa', '3 stalks celery, chopped', '1/2 onion, chopped', '1 red bell pepper, seeded and chopped', '1 jalapeno pepper, chopped', '1/4 cup chili seasoning mix', '3 tablespoons crumbled cooked bacon', '3 cloves garlic, pressed', '1 tablespoon chopped fresh oregano', '1 tablespoon chopped fresh basil', '1 teaspoon salt', '1 teaspoon ground black pepper', '1 teaspoon white sugar']",22g,5.00,1,JRay's Chili Recipe - Allrecipes.com
183,353kcal,35.2g,&#34;There's nothing like a steamy hot bowl of chili on a cold snowy day. What's even better is having it ready within 35 minutes from start to finish.&#34;,14.9g,"['1 pound ground beef', '2 teaspoons olive oil', '1 sweet onion, chopped', '1 small green bell pepper, finely chopped', '1 jalapeno pepper, seeded and finely chopped', '2 cloves garlic, minced', '2 (14.5 ounce) cans dark red kidney beans, drained and rinsed', '2 (14.5 ounce) cans diced tomatoes, undrained', '3 tablespoons tomato paste', '1 tablespoon dark brown sugar', '2 teaspoons unsweetened cocoa powder', '1/4 teaspoon crushed red pepper flakes, or to taste', '2 tablespoons chili powder', '2 teaspoons ground cumin', '1/2 teaspoon kosher salt, or to taste', '2 cups water']",22.3g,4.62,45,Pressure Cooker Chili Recipe - Allrecipes.com
